,train_tag,et_bin,eta_bin,model_idx,sort,init,file_name,tuned_idx,max_sp_val,max_sp_pd_val,max_sp_fa_val,max_sp_op,max_sp_pd_op,max_sp_fa_op,tight_pd_ref,tight_fa_ref,tight_sp_ref,tight_pd_val,tight_fa_val,tight_sp_val,tight_pd_op,tight_fa_op,tight_sp_op,tight_pd_ref_passed,tight_fa_ref_passed,tight_pd_ref_total,tight_fa_ref_total,tight_pd_val_passed,tight_fa_val_passed,tight_pd_val_total,tight_fa_val_total,tight_pd_op_passed,tight_fa_op_passed,tight_pd_op_total,tight_fa_op_total,medium_pd_ref,medium_fa_ref,medium_sp_ref,medium_pd_val,medium_fa_val,medium_sp_val,medium_pd_op,medium_fa_op,medium_sp_op,medium_pd_ref_passed,medium_fa_ref_passed,medium_pd_ref_total,medium_fa_ref_total,medium_pd_val_passed,medium_fa_val_passed,medium_pd_val_total,medium_fa_val_total,medium_pd_op_passed,medium_fa_op_passed,medium_pd_op_total,medium_fa_op_total,loose_pd_ref,loose_fa_ref,loose_sp_ref,loose_pd_val,loose_fa_val,loose_sp_val,loose_pd_op,loose_fa_op,loose_sp_op,loose_pd_ref_passed,loose_fa_ref_passed,loose_pd_ref_total,loose_fa_ref_total,loose_pd_val_passed,loose_fa_val_passed,loose_pd_val_total,loose_fa_val_total,loose_pd_op_passed,loose_fa_op_passed,loose_pd_op_total,loose_fa_op_total,vloose_pd_ref,vloose_fa_ref,vloose_sp_ref,vloose_pd_val,vloose_fa_val,vloose_sp_val,vloose_pd_op,vloose_fa_op,vloose_sp_op,vloose_pd_ref_passed,vloose_fa_ref_passed,vloose_pd_ref_total,vloose_fa_ref_total,vloose_pd_val_passed,vloose_fa_val_passed,vloose_pd_val_total,vloose_fa_val_total,vloose_pd_op_passed,vloose_fa_op_passed,vloose_pd_op_total,vloose_fa_op_total
290,v10,1,0,0,8,0,/home/jodafons/public/tunings/v10/user.jodafons.data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97.v10_et1_eta0.r2/job_configId_40/tunedDiscr.jobID_0040.pic.gz,0,0.9875129659625937,0.9912690842876867,0.016236022490365785,0.9875742248362669,0.990941609700168,0.015787428809688517,0.9867965824026267,0.09028653014552358,0.9478631556295338,0.9868869516498029,0.013519489544506918,0.9866837205886537,0.9867996022072031,0.012950871972733676,0.9869243611742315,1479477,28583.0,1499273,316581,147961,428,149927,31658,1479482,4100,1499273,316581,0.9886571949978278,0.1033447995931531,0.9420944913002797,0.9886144590367312,0.014656642870680397,0.9869782305027714,0.9886585031545289,0.014116450450279707,0.9872705388736988,1482267,32717.0,1499273,316581,148220,464,149927,31658,1482269,4469,1499273,316581,0.9943186458638602,0.2950050697925649,0.8434311956721782,0.9942905547366385,0.021226862088571608,0.9865165911265535,0.994321247698051,0.020127550295185117,0.9870836298897875,1490755,93393.0,1499273,316581,149071,672,149927,31658,1490759,6371,1499273,316581,0.9949679042611529,0.3088467090570818,0.8361327972563526,0.9950175752199404,0.022679891338682166,0.9861489917787045,0.9949695619143412,0.021391049999842062,0.9867723022030142,1491728,97775.0,1499273,316581,149180,718,149927,31658,1491731,6772,1499273,316581
291,v10,1,0,0,8,1,/home/jodafons/public/tunings/v10/user.jodafons.data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97.v10_et1_eta0.r2/job_configId_41/tunedDiscr.jobID_0041.pic.gz,0,0.9878876158847758,0.9915759002714655,0.015793796196853876,0.9880219547188824,0.991312456103725,0.015263076432255884,0.9867965824026267,0.09028653014552358,0.9478631556295338,0.9867268737452227,0.012571861772695685,0.9870774748481377,0.9867915983279897,0.012088533424305312,0.9873514530661699,1479477,28583.0,1499273,316581,147937,398,149927,31658,1479470,3827,1499273,316581,0.9886571949978278,0.1033447995931531,0.9420944913002797,0.9886744882509488,0.013835365468443996,0.9874191626645008,0.9886578361645945,0.013203571913665064,0.9877269128821462,1482267,32717.0,1499273,316581,148229,438,149927,31658,1482268,4180,1499273,316581,0.9943186458638602,0.2950050697925649,0.8434311956721782,0.9943305742127836,0.019742245246067346,0.9872816271852669,0.9943192467282477,0.01881982810086518,0.9877387856107044,1490755,93393.0,1499273,316581,149077,625,149927,31658,1490756,5958,1499273,316581,0.9949679042611529,0.3088467090570818,0.8361327972563526,0.9949708858311045,0.020847810979847115,0.9870456925932237,0.9949682279344723,0.01990327909760851,0.9875184770038309,1491728,97775.0,1499273,316581,149173,660,149927,31658,1491729,6301,1499273,316581
292,v10,1,0,0,8,2,/home/jodafons/public/tunings/v10/user.jodafons.data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97.v10_et1_eta0.r2/job_configId_42/tunedDiscr.jobID_0042.pic.gz,0,0.9879010688495024,0.9909689382165987,0.015162044348979721,0.987974794973776,0.9914525239899604,0.015496823877617418,0.9867965824026267,0.09028653014552358,0.9478631556295338,0.9868069126975128,0.012761387327057932,0.9870227508842793,0.9868109410360888,0.012357027111544914,0.9872269131351507,1479477,28583.0,1499273,316581,147949,404,149927,31658,1479499,3912,1499273,316581,0.9886571949978278,0.1033447995931531,0.9420944913002797,0.988621128949422,0.01348790195211321,0.9875663319978177,0.98865716917466,0.0134373193590266,0.98760964728783,1482267,32717.0,1499273,316581,148221,427,149927,31658,1482267,4254,1499273,316581,0.9943186458638602,0.2950050697925649,0.8434311956721782,0.994310564474711,0.02046875987112262,0.9869070693150268,0.9943205807081166,0.0191641317703842,0.9875667164786313,1490755,93393.0,1499273,316581,149074,648,149927,31658,1490758,6067,1499273,316581,0.9949679042611529,0.3088467090570818,0.8361327972563526,0.9949708858311045,0.021732263566870934,0.9866016369711209,0.9949695619143412,0.020351821492761726,0.987294009733958,1491728,97775.0,1499273,316581,149173,688,149927,31658,1491731,6443,1499273,316581
293,v10,1,0,0,8,3,/home/jodafons/public/tunings/v10/user.jodafons.data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97.v10_et1_eta0.r2/job_configId_43/tunedDiscr.jobID_0043.pic.gz,0,0.987942946846078,0.9924163092705116,0.016520310821909155,0.9879190954958939,0.9918513839707644,0.01600538250874184,0.9867965824026267,0.09028653014552358,0.9478631556295338,0.9868069126975128,0.013393139174932086,0.9867068842262954,0.9867942662877275,0.012546552067243455,0.9871238295984678,1479477,28583.0,1499273,316581,147949,424,149927,31658,1479474,3972,1499273,316581,0.9886571949978278,0.1033447995931531,0.9420944913002797,0.9886544785128762,0.014435529723924442,0.9871088698414905,0.9886578361645945,0.013614209317678571,0.9875214867095841,1482267,32717.0,1499273,316581,148226,457,149927,31658,1482268,4310,1499273,316581,0.9943186458638602,0.2950050697925649,0.8434311956721782,0.9943639237762377,0.019931770800429592,0.9872031379006718,0.9943192467282477,0.019268370496018396,0.9875137531880877,1490755,93393.0,1499273,316581,149082,631,149927,31658,1490756,6100,1499273,316581,0.9949679042611529,0.3088467090570818,0.8361327972563526,0.9949575460057228,0.021258449680965318,0.9868328938270414,0.9949682279344723,0.02049080646027399,0.9872235809592395,1491728,97775.0,1499273,316581,149171,673,149927,31658,1491729,6487,1499273,316581
294,v10,1,0,0,8,4,/home/jodafons/public/tunings/v10/user.jodafons.data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97.v10_et1_eta0.r2/job_configId_44/tunedDiscr.jobID_0044.pic.gz,0,0.9878727671848421,0.9908488797881636,0.015098869164192305,0.9878835293412075,0.991038323240664,0.015266235181517526,0.9867965824026267,0.09028653014552358,0.9478631556295338,0.9867802330467494,0.012856150104239055,0.9869620330985158,0.9867982682273342,0.012483377082010607,0.987157412900981,1479477,28583.0,1499273,316581,147945,407,149927,31658,1479480,3952,1499273,316581,0.9886571949978278,0.1033447995931531,0.9420944913002797,0.9886811581636397,0.013614252321688041,0.9875331194568315,0.9886565021847256,0.013601574320632002,0.9875271412250722,1482267,32717.0,1499273,316581,148230,431,149927,31658,1482266,4306,1499273,316581,0.9943186458638602,0.2950050697925649,0.8434311956721782,0.9943172343874018,0.019900183208035882,0.9871957282114975,0.9943225816779199,0.019334704230512888,0.9874821332839505,1490755,93393.0,1499273,316581,149075,630,149927,31658,1490761,6121,1499273,316581,0.9949679042611529,0.3088467090570818,0.8361327972563526,0.9949642159184137,0.021163686903784194,0.986883791479886,0.9949648929848,0.02043710772282607,0.9872488746707149,1491728,97775.0,1499273,316581,149172,670,149927,31658,1491724,6470,1499273,316581
295,v10,1,0,0,9,0,/home/jodafons/public/tunings/v10/user.jodafons.data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97.v10_et1_eta0.r2/job_configId_45/tunedDiscr.jobID_0045.pic.gz,0,0.9875813474007078,0.9909622683039079,0.015793796196853876,0.9879821430858234,0.9927138019560147,0.016738212337442868,0.9867965824026267,0.09028653014552358,0.9478631556295338,0.9868002427848219,0.013551077136900626,0.9866245750052769,0.9868062721065476,0.012319122120405205,0.9872435265668689,1479477,28583.0,1499273,316581,147948,429,149927,31658,1479492,3900,1499273,316581,0.9886571949978278,0.1033447995931531,0.9420944913002797,0.9887545272032389,0.01446711731631815,0.9871430478073893,0.9886565021847256,0.01338362062157868,0.9876361773937418,1482267,32717.0,1499273,316581,148241,458,149927,31658,1482266,4237,1499273,316581,0.9943186458638602,0.2950050697925649,0.8434311956721782,0.9943372441254744,0.020152883947185545,0.9870788854814018,0.9943172457584443,0.018920908077237737,0.9876870791882926,1490755,93393.0,1499273,316581,149078,638,149927,31658,1490753,5990,1499273,316581,0.9949679042611529,0.3088467090570818,0.8361327972563526,0.9949775557437953,0.0211952744961779,0.9868745755354227,0.9949682279344723,0.020013835321765993,0.9874629892021023,1491728,97775.0,1499273,316581,149174,671,149927,31658,1491729,6336,1499273,316581
296,v10,1,0,0,9,1,/home/jodafons/public/tunings/v10/user.jodafons.data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97.v10_et1_eta0.r2/job_configId_46/tunedDiscr.jobID_0046.pic.gz,0,0.9875000086888436,0.9920361242471336,0.017025712300208478,0.9879852803454515,0.992332950703441,0.016352844927522498,0.9867965824026267,0.09028653014552358,0.9478631556295338,0.9868335923482762,0.01320361362056984,0.9868149892761794,0.9867969342474653,0.012236994639602502,0.9872799107215594,1479477,28583.0,1499273,316581,147953,418,149927,31658,1479478,3873,1499273,316581,0.9886571949978278,0.1033447995931531,0.9420944913002797,0.988581109473277,0.014530292501105565,0.9870247954806364,0.9886598371343978,0.013326763134869118,0.987666287258203,1482267,32717.0,1499273,316581,148215,460,149927,31658,1482271,4219,1499273,316581,0.9943186458638602,0.2950050697925649,0.8434311956721782,0.9943172343874018,0.0203739970939415,0.986957950778667,0.994321247698051,0.018971448065424015,0.987663718330806,1490755,93393.0,1499273,316581,149075,645,149927,31658,1490759,6006,1499273,316581,0.9949679042611529,0.3088467090570818,0.8361327972563526,0.9949775557437953,0.02163750078968981,0.9866525401563687,0.9949695619143412,0.020127550295185117,0.9874065788458658,1491728,97775.0,1499273,316581,149174,685,149927,31658,1491731,6371,1499273,316581
297,v10,1,0,0,9,2,/home/jodafons/public/tunings/v10/user.jodafons.data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97.v10_et1_eta0.r2/job_configId_47/tunedDiscr.jobID_0047.pic.gz,0,0.9873784082351681,0.9919827649456069,0.017215237854570725,0.987985048708775,0.9914065016844831,0.015430490143122928,0.9867965824026267,0.09028653014552358,0.9478631556295338,0.9867802330467494,0.013298376397750963,0.9867409279330943,0.9868036041468098,0.012331757117451774,0.9872358761855541,1479477,28583.0,1499273,316581,147945,421,149927,31658,1479488,3904,1499273,316581,0.9886571949978278,0.1033447995931531,0.9420944913002797,0.988621128949422,0.014782993240255228,0.9869183340012979,0.988655835194791,0.01339625561862525,0.9876295232991582,1482267,32717.0,1499273,316581,148221,468,149927,31658,1482265,4241,1499273,316581,0.9943186458638602,0.2950050697925649,0.8434311956721782,0.9943038945620202,0.020563522648303745,0.9868561868513397,0.9943199137181821,0.0191641317703842,0.9875663841182017,1490755,93393.0,1499273,316581,149073,651,149927,31658,1490757,6067,1499273,316581,0.9949679042611529,0.3088467090570818,0.8361327972563526,0.9949708858311045,0.02204813949080801,0.9864430212537864,0.9949695619143412,0.020200201528202892,0.9873701135036628,1491728,97775.0,1499273,316581,149173,698,149927,31658,1491731,6395,1499273,316581
298,v10,1,0,0,9,3,/home/jodafons/public/tunings/v10/user.jodafons.data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97.v10_et1_eta0.r2/job_configId_48/tunedDiscr.jobID_0048.pic.gz,0,0.9876874426400044,0.992062803897897,0.01667824878387769,0.9880630008133418,0.9923396206027855,0.016204383712225306,0.9867965824026267,0.09028653014552358,0.9478631556295338,0.9867935728721311,0.012887737696632763,0.9869529111561509,0.9868022701669409,0.012154867158799801,0.9873236326586992,1479477,28583.0,1499273,316581,147947,408,149927,31658,1479486,3848,1499273,316581,0.9886571949978278,0.1033447995931531,0.9420944913002797,0.9886077891240403,0.014246004169562195,0.9871803768585588,0.98865716917466,0.01332992188413076,0.9876633737795537,1482267,32717.0,1499273,316581,148219,451,149927,31658,1482267,4220,1499273,316581,0.9943186458638602,0.2950050697925649,0.8434311956721782,0.9943172343874018,0.020216059131972962,0.9870372131287157,0.9943205807081166,0.018984083062470583,0.9876570471180937,1490755,93393.0,1499273,316581,149075,640,149927,31658,1490758,6010,1499273,316581,0.9949679042611529,0.3088467090570818,0.8361327972563526,0.9949775557437953,0.021827026344052057,0.9865573744238679,0.9949662269646689,0.020058057811428987,0.9874397969482264,1491728,97775.0,1499273,316581,149174,691,149927,31658,1491726,6350,1499273,316581
299,v10,1,0,0,9,4,/home/jodafons/public/tunings/v10/user.jodafons.data17_13TeV.AllPeriods.sgn.probes_lhmedium_EGAM1.bkg.VProbes_EGAM7.GRL_v97.v10_et1_eta0.r2/job_configId_49/tunedDiscr.jobID_0049.pic.gz,0,0.9876014345303414,0.9923029207547673,0.017088887484995895,0.9881392171669819,0.9923496254518023,0.0160622399954514,0.9867965824026267,0.09028653014552358,0.9478631556295338,0.9867869029594403,0.013045675658601302,0.9868706118752426,0.9867956002675964,0.012000088444979327,0.9873976641064943,1479477,28583.0,1499273,316581,147946,413,149927,31658,1479476,3799,1499273,316581,0.9886571949978278,0.1033447995931531,0.9420944913002797,0.9886544785128762,0.013993303430412534,0.9873301437464916,0.9886545012149222,0.012985618214611742,0.98783427130511,1482267,32717.0,1499273,316581,148226,443,149927,31658,1482263,4111,1499273,316581,0.9943186458638602,0.2950050697925649,0.8434311956721782,0.9943038945620202,0.020184471539579252,0.9870464196993155,0.9943185797383132,0.01865557313925978,0.987820852990959,1490755,93393.0,1499273,316581,149073,639,149927,31658,1490755,5906,1499273,316581,0.9949679042611529,0.3088467090570818,0.8361327972563526,0.9949575460057228,0.021542738012508687,0.9866901580969106,0.9949668939546034,0.019906437846870153,0.9875162271720999,1491728,97775.0,1499273,316581,149171,682,149927,31658,1491727,6302,1499273,316581
